unique_reference,owner_era,availability,family,subfamily,culture_admission,noun,sdesc,material,size,quality,weight_g,cost,tags,components,craft_category,craft_trait,builder_notes
earlymodern_door_ib_panel_door_58,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Iberian Portuguese Spanish empires,door,a flower-head pine door leaf,pine,Large,Good,24000,166,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Iberian Portuguese Spanish empires; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ib_braced_door_59,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Iberian Portuguese Spanish empires,door,a bird cedar braced door,cedar,Large,Good,25800,177,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Tough_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Iberian Portuguese Spanish empires; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ib_lockable_door_60,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Iberian Portuguese Spanish empires,door,a geometric teak lockable door,teak,Large,Standard,27600,188,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Iberian Portuguese Spanish empires; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ib_secure_door_61,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Iberian Portuguese Spanish empires,door,a shell wood secure door,wood,Large,VeryGood,29400,199,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Secure_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Iberian Portuguese Spanish empires; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ib_shutter_62,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Iberian Portuguese Spanish empires,shutter,a rosette oak shuttered opening,oak,Large,Good,31200,210,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Bad_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Iberian Portuguese Spanish empires; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ib_screen_63,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Iberian Portuguese Spanish empires,screen,a braided bamboo screen door,bamboo,Large,Standard,33000,221,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Bad_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Iberian Portuguese Spanish empires; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ib_lattice_gate_64,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Iberian Portuguese Spanish empires,gate,a leaf-scroll teak lattice gate,teak,VeryLarge,Poor,34800,232,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Iberian Portuguese Spanish empires; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ib_courtyard_gate_65,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Iberian Portuguese Spanish empires,gate,a water-wave wrought iron courtyard gate,wrought iron,VeryLarge,Standard,36600,243,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Iberian Portuguese Spanish empires; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ib_warehouse_gate_66,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Iberian Portuguese Spanish empires,gate,a flower-head bronze warehouse gate,bronze,VeryLarge,Good,38400,254,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Lockable_Tough_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Iberian Portuguese Spanish empires; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ib_garden_gate_67,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Iberian Portuguese Spanish empires,gate,a bird oak garden gate,oak,VeryLarge,Good,40200,265,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Iberian Portuguese Spanish empires; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ib_grille_68,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Iberian Portuguese Spanish empires,grille,a geometric brass metal grille,brass,Large,Standard,42000,276,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Secure_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Iberian Portuguese Spanish empires; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ib_strike_plate_69,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Iberian Portuguese Spanish empires,strike plate,a geometric copper strike plate,copper,Small,VeryGood,160,95,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Iberian Portuguese Spanish empires; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_ib_hinge_pair_70,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Iberian Portuguese Spanish empires,hinges,a cloud pewter hinge pair,pewter,Small,Good,245,103,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Iberian Portuguese Spanish empires; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_ib_keyring_71,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Iberian Portuguese Spanish empires,keyring,a shell wrought iron keyring,wrought iron,Small,Standard,330,111,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Key,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Iberian Portuguese Spanish empires; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_ib_escutcheon_72,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Iberian Portuguese Spanish empires,escutcheon,a reed bronze keyhole escutcheon,bronze,Small,Poor,415,119,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Iberian Portuguese Spanish empires; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_ib_warded_lock_73,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Iberian Portuguese Spanish empires,lock,a rosette brass warded lock,brass,Small,Standard,500,127,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Lock_Normal,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Iberian Portuguese Spanish empires; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_ib_good_warded_lock_74,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Iberian Portuguese Spanish empires,lock,a checker copper fine warded lock,copper,Small,Good,585,135,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Lock_Good,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Iberian Portuguese Spanish empires; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_ib_master_warded_lock_75,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Iberian Portuguese Spanish empires,lock,a braided pewter master warded lock,pewter,Small,Good,670,143,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Lock_Master,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Iberian Portuguese Spanish empires; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_ib_warded_key_76,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Iberian Portuguese Spanish empires,key,a radiating wrought iron warded key,wrought iron,Small,Standard,755,151,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Key,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Iberian Portuguese Spanish empires; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
