stable_reference	source_file	source_line	source_scope	kind	family	disposition	rationale	review_status
earlymodern_food_mughal_jalebi_yogurt_service	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	103	EarlyModern	Prepared	Sweet	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_mughal_silver_leaf_barfi	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	104	EarlyModern	Prepared	Sweet	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_mughal_company_dinner_pilaf	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	105	EarlyModern	Prepared	Grain	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_goan_vindaloo_like_pork	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	106	EarlyModern	Prepared	Meat	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_goan_coconut_like_fish_curry	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	107	EarlyModern	Prepared	Fish	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_company_madras_curry_plate	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	108	EarlyModern	Prepared	Meat	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_qing_imperial_manhan_platter	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	109	EarlyModern	Prepared	Meat	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_qing_peking_duck_service	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	110	EarlyModern	Prepared	Poultry	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_qing_beggars_chicken	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	111	EarlyModern	Prepared	Poultry	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_qing_lions_head_meatballs	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	112	EarlyModern	Prepared	Meat	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_qing_eight_treasure_duck	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	113	EarlyModern	Prepared	Poultry	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_qing_bird_nest_like_soup	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	114	EarlyModern	Prepared	Soup	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_qing_shark_fin_like_braise	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	115	EarlyModern	Prepared	Fish	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_qing_tea_smoked_duck	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	116	EarlyModern	Prepared	Poultry	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_qing_tea_egg_plate	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	117	EarlyModern	Prepared	Egg	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_qing_mooncake_salted_yolk	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	118	EarlyModern	Prepared	Sweet	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_qing_osmanthus_like_rice_cake	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	119	EarlyModern	Prepared	Sweet	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_qing_sweet_potato_famine_cake	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	120	EarlyModern	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_qing_maize_millet_relief_porridge	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	121	EarlyModern	Prepared	Porridge	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_qing_chile_oil_noodles	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	122	EarlyModern	Prepared	Noodle	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_qing_candied_sweet_potato	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	123	EarlyModern	Prepared	Sweet	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_tokugawa_tempura_assortment	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	124	EarlyModern	Prepared	Fish	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_tokugawa_sushi_box	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	125	EarlyModern	Prepared	Fish	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_tokugawa_buckwheat_noodle_stall	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	126	EarlyModern	Prepared	Noodle	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_tokugawa_grilled_eel_rice	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	127	EarlyModern	Prepared	Fish	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_tokugawa_castella_tea_slice	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	128	EarlyModern	Prepared	Sweet	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_tokugawa_nerikiri_sweet	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	129	EarlyModern	Prepared	Sweet	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_tokugawa_sakura_like_mochi	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	130	EarlyModern	Prepared	Sweet	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_tokugawa_miso_pickled_fish	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	131	EarlyModern	Prepared	Preserved	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_tokugawa_bento_theatre_box	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	132	EarlyModern	Prepared	Grain	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_tokugawa_famine_sweet_potato	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	133	EarlyModern	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_joseon_royal_gujeolpan	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	134	EarlyModern	Prepared	Grain	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_joseon_sinseollo_brazier	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	135	EarlyModern	Prepared	Stew	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_joseon_tteokguk_ritual_soup	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	136	EarlyModern	Prepared	Soup	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_joseon_royal_neobiani	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	137	EarlyModern	Prepared	Meat	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_joseon_gangjeong_confection	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	138	EarlyModern	Prepared	Sweet	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_joseon_chile_cabbage_kimchi	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	139	EarlyModern	Prepared	Preserved	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_joseon_tea_honey_cookie	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	140	EarlyModern	Prepared	Sweet	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_joseon_royal_fruit_punch_cake	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	141	EarlyModern	Prepared	Sweet	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_senegambian_tomato_fish_rice	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	142	EarlyModern	Prepared	Fish	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_senegambian_groundnut_meat_stew	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	143	EarlyModern	Prepared	Stew	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_senegambian_chile_fish_cake	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	144	EarlyModern	Prepared	Fish	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_kongo_cassava_fufu	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	145	EarlyModern	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_kongo_cassava_leaf_packet	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	146	EarlyModern	Prepared	Vegetable	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_kongo_maize_groundnut_cake	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	147	EarlyModern	Prepared	Grain	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_benin_chile_pepper_soup	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	148	EarlyModern	Prepared	Soup	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_benin_plantain_like_meat_pottage	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	149	EarlyModern	Prepared	Stew	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_gold_coast_maize_kenkey_like	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	150	EarlyModern	Prepared	Grain	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
earlymodern_food_gold_coast_smoked_fish_maize	DatabaseSeeder/Seeders/FoodCatalogue/EarlyModern/earlymodern.food-items.tsv	151	EarlyModern	Prepared	Fish	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
