unique_reference,owner_era,availability,family,subfamily,culture_admission,noun,sdesc,material,size,quality,weight_g,cost,tags,components,craft_category,craft_trait,builder_notes
renaissance_jewellery_common_wreath_50,Renaissance,Renaissance / Early Modern,Jewellery & devotional,personal adornment,Renaissance and Early Modern common,wreath,a shell copper wreath,copper,Tiny,Good,55,143,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Wreaths; Market / Jewellery / Standard Jewellery,Holdable; Wear_Wreath; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal adornment catalogue; culture admission Renaissance and Early Modern common; availability Renaissance / Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_common_prayer_beads_51,Renaissance,Renaissance / Early Modern,Jewellery & devotional,personal devotional,Renaissance and Early Modern common,prayer bead strand,a reed bronze prayer bead strand,bronze,Tiny,Good,62,152,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bead Strings; Market / Jewellery / Standard Jewellery; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods,Holdable; Wear_Necklace; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal devotional catalogue; culture admission Renaissance and Early Modern common; availability Renaissance / Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_common_devotional_medal_52,Renaissance,Renaissance / Early Modern,Jewellery & devotional,personal devotional,Renaissance and Early Modern common,devotional medal,a rosette silver devotional medal,silver,Tiny,Standard,69,8,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Pendants; Market / Jewellery / Standard Jewellery; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods,Holdable; Wear_Necklace; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal devotional catalogue; culture admission Renaissance and Early Modern common; availability Renaissance / Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_common_devotional_badge_53,Renaissance,Renaissance / Early Modern,Jewellery & devotional,personal devotional,Renaissance and Early Modern common,devotional badge,a checker gold devotional badge,gold,Tiny,VeryGood,76,17,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Badges; Market / Jewellery / Standard Jewellery; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods,Holdable; Wear_Badge; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal devotional catalogue; culture admission Renaissance and Early Modern common; availability Renaissance / Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_common_prayer_cord_54,Renaissance,Renaissance / Early Modern,Jewellery & devotional,personal devotional,Renaissance and Early Modern common,prayer cord,a braided linen prayer cord,linen,Tiny,Good,83,26,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Neck Garlands; Market / Jewellery / Standard Jewellery; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods,Holdable; Wear_Neck_Garland; Destroyable_Clothing,Jewellery and devotional work,Weaving,Renaissance personal devotional catalogue; culture admission Renaissance and Early Modern common; availability Renaissance / Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_common_votive_token_55,Renaissance,Renaissance / Early Modern,Jewellery & devotional,institutional devotional,Renaissance and Early Modern common,votive token,a radiating glass votive token,glass,Small,Standard,90,35,Era / Renaissance Era; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods,Holdable; Destroyable_Glassware,Jewellery and devotional work,Glassworking,Renaissance institutional devotional catalogue; culture admission Renaissance and Early Modern common; availability Renaissance / Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_common_scripture_box_56,Renaissance,Renaissance / Early Modern,Jewellery & devotional,institutional devotional,Renaissance and Early Modern common,small scripture box,a leaf-scroll bone small scripture box,bone,Small,Poor,20,44,Era / Renaissance Era; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods,Holdable; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Renaissance institutional devotional catalogue; culture admission Renaissance and Early Modern common; availability Renaissance / Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_common_offering_bowl_57,Renaissance,Renaissance / Early Modern,Jewellery & devotional,institutional devotional,Renaissance and Early Modern common,offering bowl,a sunburst bronze offering bowl,bronze,Small,Standard,27,53,Era / Renaissance Era; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods,Holdable; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance institutional devotional catalogue; culture admission Renaissance and Early Modern common; availability Renaissance / Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_common_incense_holder_58,Renaissance,Renaissance / Early Modern,Jewellery & devotional,institutional devotional,Renaissance and Early Modern common,incense holder,a water-wave brass incense holder,brass,Small,Good,34,62,Era / Renaissance Era; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods,Holdable; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance institutional devotional catalogue; culture admission Renaissance and Early Modern common; availability Renaissance / Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_common_portable_panel_59,Renaissance,Renaissance / Early Modern,Jewellery & devotional,institutional devotional,Renaissance and Early Modern common,small devotional panel,a knotted wood small devotional panel,wood,Small,Good,41,71,Era / Renaissance Era; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods,Holdable; Destroyable_Misc,Jewellery and devotional work,Carpentry,Renaissance institutional devotional catalogue; culture admission Renaissance and Early Modern common; availability Renaissance / Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_common_processional_ornament_60,Renaissance,Renaissance / Early Modern,Jewellery & devotional,institutional devotional,Renaissance and Early Modern common,processional ornament,a flower-head pewter processional ornament,pewter,Small,Standard,48,80,Era / Renaissance Era; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods,Holdable; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance institutional devotional catalogue; culture admission Renaissance and Early Modern common; availability Renaissance / Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_common_ring_61,Renaissance,Renaissance / Early Modern,Jewellery & devotional,personal adornment,Renaissance and Early Modern common,ring,a star coral ring,coral,Tiny,VeryGood,55,89,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Rings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Ring; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Renaissance personal adornment catalogue; culture admission Renaissance and Early Modern common; availability Renaissance / Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_common_signet_ring_62,Renaissance,Renaissance / Early Modern,Jewellery & devotional,personal adornment,Renaissance and Early Modern common,ring,a bird garnet ring,garnet,Tiny,VeryGood,62,98,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Rings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Ring; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Renaissance and Early Modern common; availability Renaissance / Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_common_pendant_63,Renaissance,Renaissance / Early Modern,Jewellery & devotional,personal adornment,Renaissance and Early Modern common,pendant,a vine agate pendant,agate,Tiny,Standard,69,107,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Pendants; Market / Jewellery / Standard Jewellery,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Renaissance and Early Modern common; availability Renaissance / Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_common_bead_necklace_64,Renaissance,Renaissance / Early Modern,Jewellery & devotional,personal adornment,Renaissance and Early Modern common,necklace,a geometric carnelian necklace,carnelian,Tiny,Poor,76,116,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bead Strings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Renaissance and Early Modern common; availability Renaissance / Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_common_chain_necklace_65,Renaissance,Renaissance / Early Modern,Jewellery & devotional,personal adornment,Renaissance and Early Modern common,necklace,a cloud lapis lazuli necklace,lapis lazuli,Tiny,Standard,83,125,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Necklaces; Market / Jewellery / Standard Jewellery,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Renaissance and Early Modern common; availability Renaissance / Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_common_bracelet_66,Renaissance,Renaissance / Early Modern,Jewellery & devotional,personal adornment,Renaissance and Early Modern common,bracelet,a shell turquoise bracelet,turquoise,Tiny,Good,90,134,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bracelets; Market / Jewellery / Standard Jewellery,Holdable; Wear_Bracelet; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Renaissance and Early Modern common; availability Renaissance / Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
