unique_reference,owner_era,availability,family,subfamily,culture_admission,noun,sdesc,material,size,quality,weight_g,cost,tags,components,craft_category,craft_trait,builder_notes
earlymodern_jewellery_rus_armlet_167,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Russian Petrine and post Petrine,armlet,a bird pearl armlet,pearl,Tiny,Standard,27,125,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Armlets; Market / Jewellery / Standard Jewellery,Holdable; Wear_Armlet; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Russian Petrine and post Petrine; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_rus_anklet_168,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Russian Petrine and post Petrine,anklet,a vine amber anklet,amber,Tiny,Poor,34,134,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Anklets; Market / Jewellery / Standard Jewellery,Holdable; Wear_Anklet; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Russian Petrine and post Petrine; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_rus_earrings_169,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Russian Petrine and post Petrine,earrings,a geometric coral earrings,coral,Tiny,Standard,41,143,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Earrings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Earrings; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Early Modern personal adornment catalogue; culture admission Russian Petrine and post Petrine; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_rus_brooch_170,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Russian Petrine and post Petrine,brooch,a cloud garnet brooch,garnet,Tiny,Good,48,152,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Brooches; Market / Jewellery / Standard Jewellery,Holdable; Wear_Brooch; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Russian Petrine and post Petrine; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_rus_pin_171,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Russian Petrine and post Petrine,pin,a shell agate pin,agate,Tiny,Good,55,8,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Pins; Market / Jewellery / Standard Jewellery,Holdable; Wear_Pin; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Russian Petrine and post Petrine; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_rus_hairpin_172,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Russian Petrine and post Petrine,hairpin,a reed carnelian hairpin,carnelian,Tiny,Standard,62,17,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Hair Ornaments; Market / Jewellery / Standard Jewellery,Holdable; Wear_Hairpin; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Russian Petrine and post Petrine; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_rus_circlet_173,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Russian Petrine and post Petrine,circlet,a rosette lapis lazuli circlet,lapis lazuli,Tiny,VeryGood,69,26,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Circlets; Market / Jewellery / Standard Jewellery,Holdable; Wear_Circlet; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Russian Petrine and post Petrine; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_rus_diadem_174,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Russian Petrine and post Petrine,diadem,a checker turquoise diadem,turquoise,Tiny,Good,76,35,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Diadems; Market / Jewellery / Standard Jewellery,Holdable; Wear_Diadem; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Russian Petrine and post Petrine; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_rus_waist_chain_175,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Russian Petrine and post Petrine,waist chain,a braided jade waist chain,jade,Tiny,Standard,83,44,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Waist Chains; Market / Jewellery / Standard Jewellery,Holdable; Wear_Waist_Chain; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Russian Petrine and post Petrine; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_rus_belt_ornament_176,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Russian Petrine and post Petrine,belt ornament,a radiating quartz belt ornament,quartz,Tiny,Poor,90,53,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Belt Ornaments; Market / Jewellery / Standard Jewellery,Holdable; Wear_Belt_Ornament; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Russian Petrine and post Petrine; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_rus_badge_177,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Russian Petrine and post Petrine,badge,a leaf-scroll faience badge,faience,Tiny,Standard,20,62,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Badges; Market / Jewellery / Standard Jewellery,Holdable; Wear_Badge; Destroyable_Glassware,Jewellery and devotional work,Glassworking,Early Modern personal adornment catalogue; culture admission Russian Petrine and post Petrine; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_rus_temple_ring_178,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Russian Petrine and post Petrine,temple ring,a sunburst pewter temple ring,pewter,Tiny,Good,27,71,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Temple Rings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Temple_Rings; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Russian Petrine and post Petrine; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_rus_torc_179,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Russian Petrine and post Petrine,torc,a water-wave copper torc,copper,Tiny,Good,34,80,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Torcs; Market / Jewellery / Standard Jewellery,Holdable; Wear_Torc; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Russian Petrine and post Petrine; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_rus_wreath_180,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Russian Petrine and post Petrine,wreath,a knotted bronze wreath,bronze,Tiny,Standard,41,89,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Wreaths; Market / Jewellery / Standard Jewellery,Holdable; Wear_Wreath; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Russian Petrine and post Petrine; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ott_ring_181,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Ottoman,ring,a cloud faience ring,faience,Tiny,VeryGood,48,98,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Rings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Ring; Destroyable_Glassware,Jewellery and devotional work,Glassworking,Early Modern personal adornment catalogue; culture admission Ottoman; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ott_signet_ring_182,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Ottoman,ring,a shell pewter ring,pewter,Tiny,VeryGood,55,107,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Rings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Ring; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Ottoman; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ott_pendant_183,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Ottoman,pendant,a reed copper pendant,copper,Tiny,Standard,62,116,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Pendants; Market / Jewellery / Standard Jewellery,Holdable; Wear_Necklace; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Ottoman; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ott_bead_necklace_184,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Ottoman,necklace,a rosette bronze necklace,bronze,Tiny,Poor,69,125,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bead Strings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Necklace; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Ottoman; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ott_chain_necklace_185,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Ottoman,necklace,a checker silver necklace,silver,Tiny,Standard,76,134,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Necklaces; Market / Jewellery / Standard Jewellery,Holdable; Wear_Necklace; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Ottoman; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ott_bracelet_186,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Ottoman,bracelet,a braided gold bracelet,gold,Tiny,Good,83,143,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bracelets; Market / Jewellery / Standard Jewellery,Holdable; Wear_Bracelet; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Ottoman; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ott_armlet_187,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Ottoman,armlet,a radiating brass armlet,brass,Tiny,Good,90,152,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Armlets; Market / Jewellery / Standard Jewellery,Holdable; Wear_Armlet; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Ottoman; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ott_anklet_188,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Ottoman,anklet,a leaf-scroll glass anklet,glass,Tiny,Standard,20,8,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Anklets; Market / Jewellery / Standard Jewellery,Holdable; Wear_Anklet; Destroyable_Glassware,Jewellery and devotional work,Glassworking,Early Modern personal adornment catalogue; culture admission Ottoman; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
