unique_reference,owner_era,availability,family,subfamily,culture_admission,noun,sdesc,material,size,quality,weight_g,cost,tags,components,craft_category,craft_trait,builder_notes
renaissance_door_common_hatch_55,Renaissance,Renaissance / Early Modern,"Doors, locks & gates",door or gate,Renaissance and Early Modern common,hatch,a radiating wood service hatch,wood,Large,Standard,52800,133,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Renaissance and Early Modern common; availability Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
renaissance_door_common_wicket_56,Renaissance,Renaissance / Early Modern,"Doors, locks & gates",door or gate,Renaissance and Early Modern common,wicket,a sunburst oak wicket gate,oak,Large,Poor,54600,144,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Renaissance and Early Modern common; availability Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
renaissance_door_common_panel_door_57,Renaissance,Renaissance / Early Modern,"Doors, locks & gates",door or gate,Renaissance and Early Modern common,door,a knotted pine door leaf,pine,Large,Standard,56400,155,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Renaissance and Early Modern common; availability Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
renaissance_door_common_braced_door_58,Renaissance,Renaissance / Early Modern,"Doors, locks & gates",door or gate,Renaissance and Early Modern common,door,a star cedar braced door,cedar,Large,Good,24000,166,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Tough_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Renaissance and Early Modern common; availability Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
renaissance_door_common_lockable_door_59,Renaissance,Renaissance / Early Modern,"Doors, locks & gates",door or gate,Renaissance and Early Modern common,door,a vine teak lockable door,teak,Large,Good,25800,177,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Renaissance and Early Modern common; availability Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
renaissance_door_common_secure_door_60,Renaissance,Renaissance / Early Modern,"Doors, locks & gates",door or gate,Renaissance and Early Modern common,door,a cloud wood secure door,wood,Large,Standard,27600,188,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Secure_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Renaissance and Early Modern common; availability Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
renaissance_door_common_shutter_61,Renaissance,Renaissance / Early Modern,"Doors, locks & gates",door or gate,Renaissance and Early Modern common,shutter,a reed oak shuttered opening,oak,Large,VeryGood,29400,199,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Bad_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Renaissance and Early Modern common; availability Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
renaissance_door_common_screen_62,Renaissance,Renaissance / Early Modern,"Doors, locks & gates",door or gate,Renaissance and Early Modern common,screen,a checker bamboo screen door,bamboo,Large,Good,31200,210,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Bad_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Renaissance and Early Modern common; availability Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
renaissance_door_common_lattice_gate_63,Renaissance,Renaissance / Early Modern,"Doors, locks & gates",door or gate,Renaissance and Early Modern common,gate,a radiating teak lattice gate,teak,VeryLarge,Standard,33000,221,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Renaissance and Early Modern common; availability Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
renaissance_door_common_courtyard_gate_64,Renaissance,Renaissance / Early Modern,"Doors, locks & gates",door or gate,Renaissance and Early Modern common,gate,a sunburst wrought iron courtyard gate,wrought iron,VeryLarge,Poor,34800,232,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Renaissance and Early Modern common; availability Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
renaissance_door_common_warehouse_gate_65,Renaissance,Renaissance / Early Modern,"Doors, locks & gates",door or gate,Renaissance and Early Modern common,gate,a knotted bronze warehouse gate,bronze,VeryLarge,Standard,36600,243,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Lockable_Tough_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Renaissance and Early Modern common; availability Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
renaissance_door_common_garden_gate_66,Renaissance,Renaissance / Early Modern,"Doors, locks & gates",door or gate,Renaissance and Early Modern common,gate,a star oak garden gate,oak,VeryLarge,Good,38400,254,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Renaissance and Early Modern common; availability Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
renaissance_door_common_grille_67,Renaissance,Renaissance / Early Modern,"Doors, locks & gates",door or gate,Renaissance and Early Modern common,grille,a vine brass metal grille,brass,Large,Good,40200,265,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Secure_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Renaissance and Early Modern common; availability Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
renaissance_door_common_barrier_68,Renaissance,Renaissance / Early Modern,"Doors, locks & gates",door or gate,Renaissance and Early Modern common,barrier,a cloud wrought iron barred barrier,wrought iron,Large,Standard,42000,276,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Tough_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Renaissance and Early Modern common; availability Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
renaissance_door_common_hatch_69,Renaissance,Renaissance / Early Modern,"Doors, locks & gates",door or gate,Renaissance and Early Modern common,hatch,a reed teak service hatch,teak,Large,VeryGood,43800,287,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Renaissance and Early Modern common; availability Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
renaissance_door_common_wicket_70,Renaissance,Renaissance / Early Modern,"Doors, locks & gates",door or gate,Renaissance and Early Modern common,wicket,a checker bronze wicket gate,bronze,Large,Good,45600,45,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Renaissance and Early Modern common; availability Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
