category,unique_reference,sdesc,noun,material,size,quality,weight_g,cost,components,tags,morph,notes,fdesc
Shared commoner and ephemeral adornment,medieval_jewellery_garland_dried_daisy_head_garland,a dried daisy head garland,garland,dried flower,VerySmall,Substandard,24.0,1.0m,Holdable; Wear_Head_Garland; Destroyable_Clothing,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Garlands; Functions / Worn Items / Jewellery / Garlands / Dried Garlands; Market / Jewellery / Ephemeral Jewellery,,Final dried morph target for a short-lived organic jewellery chain.,"A dried daisy head garland is gathered from dried flowers papery at the edges and brittle along the stems, the stems tucked back through the binding instead of hidden under a clasp. Small irregularities show where fingers have hurried the work, leaving some petals proud and others pressed down. The dry pieces rustle faintly rather than bending back into shape. The dried daisy head garland leaves room for local marks or motifs without needing a different base object."
Shared commoner and ephemeral adornment,medieval_jewellery_garland_wilted_daisy_head_garland,a wilted daisy head garland,garland,wilted flower,VerySmall,Poor,28.0,1.0m,Holdable; Wear_Head_Garland; Destroyable_Clothing,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Garlands; Functions / Worn Items / Jewellery / Garlands / Flower Garlands; Market / Jewellery / Ephemeral Jewellery,morphs to `medieval_jewellery_garland_dried_daisy_head_garland` after 1-3 in-game days,Intermediate wilted morph target; can dry further if retained.,"The piece is light and pliant, built from wilted flowers with limp stems and darkening petal tips rather than metal or stone. Its best-looking blossoms and leaves have been turned outward, while the knots and small crushed places hide nearer the wearer. The drooping parts still show where the brighter fresh shape used to be. The wilted daisy head garland feels selected for appearance first, with practical wearing kept secondary."
Shared commoner and ephemeral adornment,medieval_jewellery_garland_fresh_daisy_head_garland,a fresh daisy head garland,garland,daisy,VerySmall,Standard,30.0,3.0m,Holdable; Wear_Head_Garland; Destroyable_Clothing,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Garlands; Functions / Worn Items / Jewellery / Garlands / Fresh Garlands; Market / Jewellery / Festival Jewellery,morphs to `medieval_jewellery_garland_wilted_daisy_head_garland` after 6-24 in-game hours,Fresh short-lived organic jewellery; use the listed timed morph target.,"The piece is light and pliant, built from daisies with pale petals radiating around yellow centres rather than metal or stone. Its best-looking blossoms and leaves have been turned outward, while the knots and small crushed places hide nearer the wearer. A few petals are already bruised at the edges, but the piece still reads as freshly made. The fresh daisy head garland reads as festival adornment rather than a tool, charm, or container."
Shared commoner and ephemeral adornment,medieval_jewellery_garland_dried_lotus_garland,a dried lotus garland,garland,dried flower,VerySmall,Substandard,24.0,1.0m,Holdable; Wear_Neck_Garland; Destroyable_Clothing,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Neck Garlands; Market / Jewellery / Ephemeral Jewellery,,Final dried morph target for a short-lived organic jewellery chain.,"A dried lotus garland has the slightly fragile look of festival jewellery, all colour, stem, and soft pressure. The maker has used the natural bends of the material rather than forcing it into a perfect circle. The dry pieces rustle faintly rather than bending back into shape. The dried lotus garland carries value through visible material and workmanship, not through hidden mechanism."
Shared commoner and ephemeral adornment,medieval_jewellery_garland_wilted_lotus_garland,a wilted lotus garland,garland,wilted flower,VerySmall,Poor,28.0,1.0m,Holdable; Wear_Neck_Garland; Destroyable_Clothing,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Neck Garlands; Market / Jewellery / Ephemeral Jewellery,morphs to `medieval_jewellery_garland_dried_lotus_garland` after 1-3 in-game days,Intermediate wilted morph target; can dry further if retained.,"The piece is light and pliant, built from wilted flowers with limp stems and darkening petal tips rather than metal or stone. Its best-looking blossoms and leaves have been turned outward, while the knots and small crushed places hide nearer the wearer. The drooping parts still show where the brighter fresh shape used to be. The wilted lotus garland feels selected for appearance first, with practical wearing kept secondary."
Shared commoner and ephemeral adornment,medieval_jewellery_garland_fresh_lotus_garland,a fresh lotus garland,garland,lotus flower,VerySmall,Standard,30.0,3.0m,Holdable; Wear_Neck_Garland; Destroyable_Clothing,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Neck Garlands; Functions / Worn Items / Jewellery / Garlands / Fresh Garlands; Market / Jewellery / Festival Jewellery,morphs to `medieval_jewellery_garland_wilted_lotus_garland` after 6-24 in-game hours,Fresh short-lived organic jewellery; use the listed timed morph target.,"A fresh lotus garland is gathered from lotus petals folded and tied into a broad soft chain, the stems tucked back through the binding instead of hidden under a clasp. Small irregularities show where fingers have hurried the work, leaving some petals proud and others pressed down. A few petals are already bruised at the edges, but the piece still reads as freshly made. The fresh lotus garland leaves room for local marks or motifs without needing a different base object."
Shared commoner and ephemeral adornment,medieval_jewellery_garland_dried_lily_chaplet,a dried lily chaplet,chaplet,dried flower,VerySmall,Substandard,24.0,1.0m,Holdable; Wear_Chaplet; Destroyable_Clothing,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Chaplets; Market / Jewellery / Ephemeral Jewellery,,Final dried morph target for a short-lived organic jewellery chain.,"Fresh or faded, dried lily chaplet keeps the uneven look of something made by hand from living material. The binding is visible in places, with a softened seam where the maker closed it interrupting the line of petals and leaves. The dry pieces rustle faintly rather than bending back into shape. The dried lily chaplet feels selected for appearance first, with practical wearing kept secondary."
Shared commoner and ephemeral adornment,medieval_jewellery_garland_wilted_lily_chaplet,a wilted lily chaplet,chaplet,wilted flower,VerySmall,Poor,28.0,1.0m,Holdable; Wear_Chaplet; Destroyable_Clothing,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Chaplets; Market / Jewellery / Ephemeral Jewellery,morphs to `medieval_jewellery_garland_dried_lily_chaplet` after 1-3 in-game days,Intermediate wilted morph target; can dry further if retained.,"Fresh or faded, wilted lily chaplet keeps the uneven look of something made by hand from living material. The binding is visible in places, with a smooth hand-worn polish interrupting the line of petals and leaves. The drooping parts still show where the brighter fresh shape used to be. The piece would signal temporary festival taste while remaining straightforward jewellery."
Shared commoner and ephemeral adornment,medieval_jewellery_garland_fresh_lily_chaplet,a fresh lily chaplet,chaplet,lily,VerySmall,Standard,30.0,3.0m,Holdable; Wear_Chaplet; Destroyable_Clothing,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Chaplets; Functions / Worn Items / Jewellery / Garlands / Fresh Garlands; Market / Jewellery / Festival Jewellery,morphs to `medieval_jewellery_garland_wilted_lily_chaplet` after 6-24 in-game hours,Fresh short-lived organic jewellery; use the listed timed morph target.,"The piece is light and pliant, built from lily petals bound carefully so their long curves are not crushed rather than metal or stone. Its best-looking blossoms and leaves have been turned outward, while the knots and small crushed places hide nearer the wearer. A few petals are already bruised at the edges, but the piece still reads as freshly made. The fresh lily chaplet leaves room for local marks or motifs without needing a different base object."
Shared commoner and ephemeral adornment,medieval_jewellery_garland_dried_chamomile_wrist_garland,a dried chamomile wrist garland,garland,dried flower,VerySmall,Substandard,24.0,1.0m,Holdable; Wear_Wrist_Garland; Destroyable_Clothing,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Garlands; Functions / Worn Items / Jewellery / Garlands / Dried Garlands; Market / Jewellery / Ephemeral Jewellery,,Final dried morph target for a short-lived organic jewellery chain.,"A dried chamomile wrist garland is gathered from dried flowers papery at the edges and brittle along the stems, the stems tucked back through the binding instead of hidden under a clasp. Small irregularities show where fingers have hurried the work, leaving some petals proud and others pressed down. The dry pieces rustle faintly rather than bending back into shape. The dried chamomile wrist garland reads as temporary festival adornment rather than a tool, charm, or container."
Shared commoner and ephemeral adornment,medieval_jewellery_garland_wilted_chamomile_wrist_garland,a wilted chamomile wrist garland,garland,wilted flower,VerySmall,Poor,28.0,1.0m,Holdable; Wear_Wrist_Garland; Destroyable_Clothing,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Garlands; Functions / Worn Items / Jewellery / Garlands / Flower Garlands; Market / Jewellery / Ephemeral Jewellery,morphs to `medieval_jewellery_garland_dried_chamomile_wrist_garland` after 1-3 in-game days,Intermediate wilted morph target; can dry further if retained.,"Fresh or faded, wilted chamomile wrist garland keeps the uneven look of something made by hand from living material. The binding is visible in places, with faint tool chatter along the inner face interrupting the line of petals and leaves. The drooping parts still show where the brighter fresh shape used to be. The piece would signal temporary festival taste while remaining straightforward jewellery."
Shared commoner and ephemeral adornment,medieval_jewellery_garland_fresh_chamomile_wrist_garland,a fresh chamomile wrist garland,garland,chamomile,VerySmall,Standard,30.0,3.0m,Holdable; Wear_Wrist_Garland; Destroyable_Clothing,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Garlands; Functions / Worn Items / Jewellery / Garlands / Fresh Garlands; Market / Jewellery / Festival Jewellery,morphs to `medieval_jewellery_garland_wilted_chamomile_wrist_garland` after 6-24 in-game hours,Fresh short-lived organic jewellery; use the listed timed morph target.,"A fresh chamomile wrist garland is gathered from chamomile, the stems tucked back through the binding instead of hidden under a clasp. Small irregularities show where fingers have hurried the work, leaving some petals proud and others pressed down. A few petals are already bruised at the edges, but the piece still reads as freshly made. The fresh chamomile wrist garland carries value through visible material and workmanship, not through hidden mechanism."
