StableReference	PhysicalKind	Family	Admissions	Concept	Ownership	Material	LiquidDependency	Components	Tags	IngredientProfile	NutritionProfile	DietaryProfile	FreshnessProfile	HealthBindings	ProductionRoute	FailureFamily	EvidenceRoute	Rationale	ReviewState
industrialised_food_noodle_dumpling_011	Item	noodles-and-dumplings	industrial;modern;nuclear;information	institutional wheat noodles (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_noodle_dumpling_011	nutrition_noodles-and-dumplings	dietary_noodles-and-dumplings	freshness_shelf		route_industrialised_food_noodle_dumpling_011	failure_food_unusable	evidence_noodles-and-dumplings	Later dried, extruded, instant and cold-chain forms plus genuinely distinct composite servings. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_noodle_dumpling_012	Item	noodles-and-dumplings	industrial;modern;nuclear;information	institutional rice noodles (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_noodle_dumpling_012	nutrition_noodles-and-dumplings	dietary_noodles-and-dumplings	freshness_shelf		route_industrialised_food_noodle_dumpling_012	failure_food_unusable	evidence_noodles-and-dumplings	Later dried, extruded, instant and cold-chain forms plus genuinely distinct composite servings. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_noodle_dumpling_013	Item	noodles-and-dumplings	industrial;modern;nuclear;information	institutional egg noodles (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_noodle_dumpling_013	nutrition_noodles-and-dumplings	dietary_noodles-and-dumplings	freshness_shelf		route_industrialised_food_noodle_dumpling_013	failure_food_unusable	evidence_noodles-and-dumplings	Later dried, extruded, instant and cold-chain forms plus genuinely distinct composite servings. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_noodle_dumpling_014	Item	noodles-and-dumplings	industrial;modern;nuclear;information	institutional starch noodles (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_noodle_dumpling_014	nutrition_noodles-and-dumplings	dietary_noodles-and-dumplings	freshness_shelf		route_industrialised_food_noodle_dumpling_014	failure_food_unusable	evidence_noodles-and-dumplings	Later dried, extruded, instant and cold-chain forms plus genuinely distinct composite servings. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrial_food_noodle_dumpling_001	Item	noodles-and-dumplings	industrial	standardised wheat noodles (industrial form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era	ingredient_industrial_food_noodle_dumpling_001	nutrition_noodles-and-dumplings	dietary_noodles-and-dumplings	freshness_shelf		route_industrial_food_noodle_dumpling_001	failure_food_unusable	evidence_noodles-and-dumplings	Later dried, extruded, instant and cold-chain forms plus genuinely distinct composite servings. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrial_food_noodle_dumpling_002	Item	noodles-and-dumplings	industrial	standardised rice noodles (industrial form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era	ingredient_industrial_food_noodle_dumpling_002	nutrition_noodles-and-dumplings	dietary_noodles-and-dumplings	freshness_shelf		route_industrial_food_noodle_dumpling_002	failure_food_unusable	evidence_noodles-and-dumplings	Later dried, extruded, instant and cold-chain forms plus genuinely distinct composite servings. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
modern_food_noodle_dumpling_001	Item	noodles-and-dumplings	modern	standardised wheat noodles (modern form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Modern Era	ingredient_modern_food_noodle_dumpling_001	nutrition_noodles-and-dumplings	dietary_noodles-and-dumplings	freshness_shelf		route_modern_food_noodle_dumpling_001	failure_food_unusable	evidence_noodles-and-dumplings	Later dried, extruded, instant and cold-chain forms plus genuinely distinct composite servings. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
modern_food_noodle_dumpling_002	Item	noodles-and-dumplings	modern	standardised rice noodles (modern form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Modern Era	ingredient_modern_food_noodle_dumpling_002	nutrition_noodles-and-dumplings	dietary_noodles-and-dumplings	freshness_shelf		route_modern_food_noodle_dumpling_002	failure_food_unusable	evidence_noodles-and-dumplings	Later dried, extruded, instant and cold-chain forms plus genuinely distinct composite servings. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
modern_food_noodle_dumpling_003	Item	noodles-and-dumplings	modern	standardised egg noodles (modern form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Modern Era	ingredient_modern_food_noodle_dumpling_003	nutrition_noodles-and-dumplings	dietary_noodles-and-dumplings	freshness_shelf		route_modern_food_noodle_dumpling_003	failure_food_unusable	evidence_noodles-and-dumplings	Later dried, extruded, instant and cold-chain forms plus genuinely distinct composite servings. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
modern_food_noodle_dumpling_004	Item	noodles-and-dumplings	modern	standardised starch noodles (modern form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Modern Era	ingredient_modern_food_noodle_dumpling_004	nutrition_noodles-and-dumplings	dietary_noodles-and-dumplings	freshness_shelf		route_modern_food_noodle_dumpling_004	failure_food_unusable	evidence_noodles-and-dumplings	Later dried, extruded, instant and cold-chain forms plus genuinely distinct composite servings. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
nuclear_food_noodle_dumpling_001	Item	noodles-and-dumplings	nuclear	standardised wheat noodles (nuclear form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Nuclear Era	ingredient_nuclear_food_noodle_dumpling_001	nutrition_noodles-and-dumplings	dietary_noodles-and-dumplings	freshness_shelf		route_nuclear_food_noodle_dumpling_001	failure_food_unusable	evidence_noodles-and-dumplings	Later dried, extruded, instant and cold-chain forms plus genuinely distinct composite servings. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
information_food_noodle_dumpling_001	Item	noodles-and-dumplings	information	standardised wheat noodles (information form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Information Age Era	ingredient_information_food_noodle_dumpling_001	nutrition_noodles-and-dumplings	dietary_noodles-and-dumplings	freshness_shelf		route_information_food_noodle_dumpling_001	failure_food_unusable	evidence_noodles-and-dumplings	Later dried, extruded, instant and cold-chain forms plus genuinely distinct composite servings. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
information_food_noodle_dumpling_002	Item	noodles-and-dumplings	information	standardised rice noodles (information form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Information Age Era	ingredient_information_food_noodle_dumpling_002	nutrition_noodles-and-dumplings	dietary_noodles-and-dumplings	freshness_shelf		route_information_food_noodle_dumpling_002	failure_food_unusable	evidence_noodles-and-dumplings	Later dried, extruded, instant and cold-chain forms plus genuinely distinct composite servings. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_plant_001	Item	plant-foods	industrial;modern;nuclear;information	standardised bean loaf (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_plant_001	nutrition_plant-foods	dietary_plant-foods	freshness_shelf		route_industrialised_food_plant_001	failure_food_unusable	evidence_plant-foods	Plant dishes whose ingredient, processing, nutrition or serving form is genuinely later and distinct. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_plant_002	Item	plant-foods	industrial;modern;nuclear;information	standardised lentil stew (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_plant_002	nutrition_plant-foods	dietary_plant-foods	freshness_shelf		route_industrialised_food_plant_002	failure_food_unusable	evidence_plant-foods	Plant dishes whose ingredient, processing, nutrition or serving form is genuinely later and distinct. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
